model,kind,operators,anchor_ACC_r,anchor_ACC_f,anchor_composite,anchor_MIA,f1_js,f2_retain_train_loss,f3_edit_cost,distance_from_W0_not_an_edit,selectivity_S,mia_auc,forget_train_acc,forget_train_loss,forget_test_acc,forget_test_loss,retain_train_acc,retain_train_loss,retain_test_acc,retain_test_loss,kl_to_reference,n_shadow_member,n_shadow_nonmember,n_target_nonmember,subsampled
W_0,baseline (original model),,94.68888888888888,95.7,4.071622222222225,0.0,0.6889568710327149,0.0010763668421241972,0.0,,nan,0.5924693999999998,1.0,0.001359312398545444,0.957,0.1719566822052002,1.0,0.0010763668421241972,0.9468888888888889,0.20131737603081598,8.757178436279297,45000,5000,1000,False
W_ref,"baseline (retain-only reference, gold standard)",,94.56666666666666,0.0,94.56666666666666,100.0,6.453258443173127e-11,0.001016138848910729,,1.3109832170231621,-156746.01477594746,0.4867782,0.0,9.4418572265625,0.0,9.344656616210937,0.9999777777777777,0.001016138848910729,0.9456666666666667,0.2203334137333764,0.0,45000,5000,1000,False
best_S,"PURE GRADIENT-FREE (Pareto front member #4, highest selectivity)",MASK|QUANTIZE,94.27777777777779,8.0,86.73555555555556,97.2,0.3734489818572998,0.0031585379247036243,0.15410348726771023,,2379.7222309339913,0.5573488,0.0884,4.956348126220703,0.08,5.7196611328125,0.9994444444444445,0.0031585379247036243,0.9427777777777778,0.23357564364539252,2.748392795562744,45000,5000,1000,False
C_star,PURE GRADIENT-FREE (Pareto front member),MASK,94.19999999999999,7.8,86.85239999999999,96.0,0.3622937340736389,0.004741665399405692,0.11759113649242185,,1257.1410338310284,0.5522492999999999,0.084,4.60915652999878,0.078,5.187960174560547,0.9992,0.004741665399405692,0.942,0.21624107329050699,2.5021987503051757,45000,5000,1000,False
C_star_refined_bn_frozen,"POST-SEARCH REFINEMENT -- HYBRID, not pure gradient-free; not a Pareto-front member",pure C* + 1 forget step + 1 retain repair (BN frozen),94.08888888888889,4.3,90.04306666666666,97.5,0.35802458539009097,0.005578115840752919,0.11760524356438003,,1262.4921076793887,0.5506501,0.0376,5.684781893920898,0.043,6.1994775390625,0.9989111111111111,0.005578115840752919,0.9408888888888889,0.22093879731496174,2.5445267837524415,45000,5000,1000,False
