status,canonical_action_key,operator_names_used,checkpoint_path,reference_path,forget_class,seed,device,obj1_js,obj2_retain_loss,obj3_edit_cost,forget_train_acc,forget_train_loss,retain_train_acc,retain_train_loss,forget_test_acc,forget_test_loss,retain_test_acc,retain_test_loss,kl_to_reference,selectivity_S,mia_auc,runtime_seconds,error,operators,chromosome,front_position,gap_forget_train_acc,gap_forget_train_loss,gap_retain_train_acc,gap_retain_train_loss,gap_forget_test_acc,gap_forget_test_loss,gap_retain_test_acc,gap_retain_test_loss,full_test_acc
ok,[],[],results/checkpoints/cifar10_resnet18_seed42_best.pt,results/checkpoints/class5_dog_reference_best_dr.pt,5,42,cuda:0,0.689304368686676,0.0010443345942431027,0.0,1.0,0.0016476026266813279,1.0,0.0010443345942431027,0.909,0.37551277923583987,0.9522222222222222,0.1787000315454271,8.778615721130372,nan,0.6271434000000001,55.09080010000616,,,0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 3 0 1 0 0 0 2 2 0 0 0 0 0,0,1.0,-11.138168412998319,0.0,-7.099645452366917e-05,0.909,-10.69153800201416,-0.005333333333333412,0.01225798850589327,0.9479
ok,"[[1,""editor"",2,1],[1,""smoother"",0,1],[4,""smoother"",0,2]]","['DAMP', 'RANDOM_PRUNE']",results/checkpoints/cifar10_resnet18_seed42_best.pt,results/checkpoints/class5_dog_reference_best_dr.pt,5,42,cuda:0,0.5295970093727111,0.0026425741808282005,0.07468359763198078,0.8018,0.5713291935443878,0.9998444444444444,0.0026425741808282005,0.625,1.95378955078125,0.954,0.16976672781838312,4.275113343048096,356.44317391419713,0.5930251,56.21092460001819,,DAMP|RANDOM_PRUNE,0 1 0 0 1 0 1 2 1 2 1 2 4 0 0 1 0 4 1 1 0 2 0 1 0 1 2 2 2 0,1,0.8018,-10.568486822080612,-0.00015555555555557543,0.0015272431320614286,0.625,-9.11326123046875,-0.003555555555555645,0.003324684778849285,0.9211
ok,"[[2,""smoother"",3,2],[5,""smoother"",0,2]]","['DAMP', 'QUANTIZE']",results/checkpoints/cifar10_resnet18_seed42_best.pt,results/checkpoints/class5_dog_reference_best_dr.pt,5,42,cuda:0,0.6812381569862366,0.0014640268387065994,0.0993686534600661,0.9998,0.0072060422912240026,1.0,0.0014640268387065994,0.898,0.4118192825317383,0.953,0.16858429182900322,6.8814674057006835,13.244084773708815,0.6230292,56.375502000097185,,DAMP|QUANTIZE,0 0 1 0 1 1 0 0 0 0 0 2 2 3 3 0 0 0 1 0 0 1 0 0 0 0 2 0 0 2,2,0.9998,-11.132609973333775,0.0,0.0003486957899398275,0.898,-10.655231498718262,-0.004555555555555646,0.002142248789469392,0.9475
ok,"[[4,""editor"",0,1]]",['MASK'],results/checkpoints/cifar10_resnet18_seed42_best.pt,results/checkpoints/class5_dog_reference_best_dr.pt,5,42,cuda:0,0.14029261487722397,0.002299760785036617,0.11255509802669265,0.0464,5.560566432189941,1.0,0.002299760785036617,0.033,6.569080200195312,0.9562222222222222,0.15504744137658014,0.7335148002624512,4427.913700007842,0.601974,57.72257069987245,,MASK,0 0 0 0 1 0 0 0 0 0 0 1 2 3 0 1 1 3 1 1 0 0 1 0 1 0 1 0 0 1,3,0.0464,-5.579249583435058,0.0,0.001184429736269845,0.033,-4.4979705810546875,-0.0013333333333334085,-0.011394601662953696,0.8639
ok,"[[1,""smoother"",4,2],[4,""smoother"",0,2]]","['DAMP', 'RESET']",results/checkpoints/cifar10_resnet18_seed42_best.pt,results/checkpoints/class5_dog_reference_best_dr.pt,5,42,cuda:0,0.5570997106552124,0.00168402908080154,0.05498740823971156,0.8564,0.3811444323658943,1.0,0.00168402908080154,0.658,1.7550307159423828,0.9551111111111111,0.15998881000942655,4.461454586791993,593.246991670836,0.5987727999999999,57.18991359998472,,DAMP|RESET,1 1 1 0 1 0 1 2 1 0 1 2 4 4 0 1 0 3 0 0 0 2 0 0 0 2 0 2 2 0,4,0.8564,-10.758671583259105,0.0,0.0005686980320347681,0.658,-9.312020065307618,-0.0024444444444444713,-0.0064532330301072804,0.9254
ok,"[[0,""editor"",2,1],[1,""smoother"",0,1],[2,""smoother"",0,2],[4,""smoother"",0,2]]","['DAMP', 'RANDOM_PRUNE']",results/checkpoints/cifar10_resnet18_seed42_best.pt,results/checkpoints/class5_dog_reference_best_dr.pt,5,42,cuda:0,0.4509231831550598,0.042625994582970936,0.0826954317570352,0.4898,2.3553005393981934,0.9856888888888888,0.042625994582970936,0.443,3.330585235595703,0.926,0.282896680937873,3.3901403869628908,56.60314998029305,0.5560512,58.55637679994106,,DAMP|RANDOM_PRUNE,1 1 1 0 1 0 2 2 1 0 1 2 0 0 0 1 0 4 1 0 0 1 0 0 0 1 2 2 2 0,5,0.4898,-8.784515476226806,-0.014311111111111163,0.04151066353420416,0.443,-7.736465545654297,-0.03155555555555556,0.11645463789833918,0.8777
ok,"[[4,""smoother"",0,2]]",['DAMP'],results/checkpoints/cifar10_resnet18_seed42_best.pt,results/checkpoints/class5_dog_reference_best_dr.pt,5,42,cuda:0,0.5570997106552124,0.00168402908080154,0.05498740823971156,0.8564,0.3811444323658943,1.0,0.00168402908080154,0.658,1.7550307159423828,0.9551111111111111,0.15998881000942655,4.461454586791993,593.246991670836,0.5987727999999999,55.68275190005079,,DAMP,0 0 1 0 1 0 1 2 0 0 1 2 4 4 0 1 0 3 0 0 0 2 0 0 0 2 0 2 2 1,6,0.8564,-10.758671583259105,0.0,0.0005686980320347681,0.658,-9.312020065307618,-0.0024444444444444713,-0.0064532330301072804,0.9254
ok,"[[0,""editor"",2,1],[1,""smoother"",0,1],[4,""smoother"",0,2]]","['DAMP', 'RANDOM_PRUNE']",results/checkpoints/cifar10_resnet18_seed42_best.pt,results/checkpoints/class5_dog_reference_best_dr.pt,5,42,cuda:0,0.5301922659873962,0.0027242507464355892,0.06088193243512351,0.7982,0.5850801101446151,0.9998222222222222,0.0027242507464355892,0.643,1.9109810333251953,0.9507777777777778,0.1742134125497606,4.241635334777832,347.2985879423127,0.5831499,55.58804319985211,,DAMP|RANDOM_PRUNE,1 1 1 0 1 0 2 2 1 0 2 2 0 0 0 1 0 4 1 0 0 0 0 0 0 1 0 2 2 0,7,0.7982,-10.554735905480385,-0.0001777777777778322,0.0016089196976688174,0.643,-9.156069747924805,-0.0067777777777777715,0.007771369510226778,0.92
ok,"[[4,""smoother"",0,2],[5,""smoother"",0,2]]",['DAMP'],results/checkpoints/cifar10_resnet18_seed42_best.pt,results/checkpoints/class5_dog_reference_best_dr.pt,5,42,cuda:0,0.511291816329956,0.002173124022947417,0.06205559009082571,0.7918,0.5708647373437882,1.0,0.002173124022947417,0.616,1.9754334259033204,0.955,0.15768888812594944,3.4446757194519044,504.2722054639412,0.5989741,55.619609399931505,,DAMP,0 0 1 1 1 1 0 2 0 0 0 2 2 0 1 1 0 0 1 0 0 0 0 0 2 1 0 0 2 2,8,0.7918,-10.568951278281212,0.0,0.0010577929741806453,0.616,-9.09161735534668,-0.002555555555555644,-0.008753154913584388,0.9211
ok,"[[1,""smoother"",4,1],[2,""smoother"",3,1],[4,""smoother"",0,2]]","['DAMP', 'QUANTIZE', 'RESET']",results/checkpoints/cifar10_resnet18_seed42_best.pt,results/checkpoints/class5_dog_reference_best_dr.pt,5,42,cuda:0,0.5559080715179443,0.0016891484752297402,0.06740807694745954,0.8566,0.3881820696592331,0.9999777777777777,0.0016891484752297402,0.655,1.7636179504394531,0.9565555555555556,0.16074425522486369,4.450347372436523,599.4512190728752,0.5978295,56.74518879991956,,DAMP|QUANTIZE|RESET,0 1 1 0 1 0 1 0 0 0 0 1 4 4 3 1 0 3 0 0 0 1 0 0 2 1 1 2 2 1,9,0.8566,-10.751633945965766,-2.2222222222256782e-05,0.0005738174264629684,0.655,-9.303432830810547,-0.0010000000000000009,-0.005697787814670147,0.9264
